Nom usuel de l'installation,Numéro de l'installation,Nom de la commune,Code postal,Nom du lieu dit,Numero de la voie,Nom de la voie,Longitude,Latitude,Aucun aménagement d'accessibilité,Nombre total d'équipements sportifs,Nombre total de fiches équipements
Circuits de Randonnée,851080003,Herbergement,85260,Parking de la Prée,,Rue de la Gare,-1.377284,46.908941,Oui,2,2
Sentier des Coulées Vertes,851080004,Herbergement,85260,,,Salle polyvalente,-1.377284,46.908941,Oui,1,1
Parc des Expositions,851090001,Herbiers,85500,LA GUERCHE,,Rue du 11 novembre 1818,-1.013529,46.870626,Non,3,3
Complexe Sportif Massabielle,851090002,Herbiers,85500,,,RUE MASSABIELLE,-1.013529,46.870626,Non,14,8
Salle du Donjon,851090003,Herbiers,85500,Ardelay,,Impasse de Ménestrelle,-1.013529,46.870626,Non,1,1
Stade de la Salmondiere,851090004,Herbiers,85500,Ardelay,,,-1.013529,46.870626,Non,3,3
Complexe de la Demoiselle,851090005,Herbiers,85500,,,RUE DE LA DEMOISELLE,-1.013529,46.870626,Non,7,7
Complexe de L'Etenduere,851090006,Herbiers,85500,,,RUE DE L'ETENDUERE,-1.013529,46.870626,Non,3,3
Complexe de L'Amiral,851090007,Herbiers,85502,,,Rue de l'Amiral de l'Etenduère,-1.013529,46.870626,Non,4,3
Salle de Billard Francais,851090008,Herbiers,85502,,,Le grand rue,-1.013529,46.870626,Oui,1,1
Gymnase Gate Bourse,851090009,Herbiers,85500,,,RUE GATE BOURSE,-1.013529,46.870626,Non,5,5
Boulodrome Bel Air,851090010,Herbiers,85500,,,CHEMIN DE BEL AIR,-1.013529,46.870626,Non,2,2
Piscine Intercommunale Cap Vert,851090011,Herbiers,85500,,,Rue Pierre de Coubertin,-1.013529,46.870626,Non,3,3
Institut Votre Beaute,851090012,Herbiers,85500,LES HERBIERS,7,PLACE DU CHAMP DE FOIRE,-1.013529,46.870626,Non,1,1
Thala'Vital,851090013,Herbiers,85500,ZONE COMMERCIALE LES HERBIERS,,AVENUE DE LA MAIRIE,-1.013529,46.870626,Non,3,3
Centre Equestre des Herbiers,851090014,Herbiers,85500,La Rebouchenière,,,-1.013529,46.870626,Oui,3,3
Sentier de Randonnee de la Pierre Ble,851090015,Herbiers,85500,Bel Air,,,-1.013529,46.870626,Oui,1,1
Sentier de Randonnee du Boitissandeau et du Petit Lay,851090016,Herbiers,85500,Le Bois Joly d'Ardelay,,,-1.013529,46.870626,Oui,1,1
Sentier de Randonnee le Vallee de la Grande Maine,851090017,Herbiers,85500,La Jaudronnière,,,-1.013529,46.870626,Oui,1,1
Sentier de Randonnee Les Cretes,851090018,Herbiers,85500,Le Petit Bourg,,,-1.013529,46.870626,Oui,1,1
Terrain de Moto Cross Les Peux,851090019,Herbiers,85500,LES PEUX,,,-1.013529,46.870626,Non,1,1
Lycee Jean Xxii,851090020,Herbiers,85500,,,Avenue des Sables,-1.013529,46.870626,Non,2,2
H.L.M. la Demoiselle,851090021,Herbiers,85500,HLM,,,-1.013529,46.870626,Non,1,1
College Prive Jean Yole,851090022,Herbiers,85500,,1,rue abbé Favreau,-1.013529,46.870626,Non,5,5
Bois de Dard,851090023,Herbiers,85500,,,Rue Ampère,-1.013529,46.870626,Non,1,1
Terrain Petit-Bourg,851090024,Herbiers,85500,Petit Bourg,,rue Maréchal JUIN,-1.013529,46.870626,Non,1,1
Piste Gare Routiere,851090025,Herbiers,85500,,,Rue de la Demoiselle,-1.013529,46.870626,Non,1,1
Fun Bowling,851090026,Herbiers,85500,,,avenue du Bocage,-1.013529,46.870626,Non,1,1
Etang du Bois Vert,851090027,Herbiers,85500,,,Le bois vert,-1.013529,46.870626,Non,1,1
Le Golf des Alouettes,851090028,Herbiers,85500,,,La Charillière,-1.013529,46.870626,Oui,3,3
Terrainde Boules Traditionnelles,851090029,Herbiers,85500,,,Rue nationale,-1.013529,46.870626,Non,1,1
Salle du Chateau Bousseau,851090030,Herbiers,85500,,,,-1.013529,46.870626,Oui,1,1
Urban Gym,851090031,Herbiers,85500,,55 Bis,Rue arborescente,-1.013529,46.870626,Non,2,2
College Edmond Rostang,851090032,Herbiers,85500,,,55 RUE DES DEMOISELLES,-1.013529,46.870626,Non,1,1
Lycee Jean Monnet,851090033,Herbiers,85500,,,Rue des demoiselles,-1.013529,46.870626,Non,2,1
Paintball Herbretais,851090034,Herbiers,85500,LES PEUX,,,-1.013529,46.870626,Oui,1,1
La Tour des Arts,851090035,Herbiers,85500,,,Place des droits de l'homme,-1.013529,46.870626,Non,2,2
Terrain de Boules Traditionnelles,851090036,Herbiers,85000,,,Centre du Brandon,-1.013529,46.870626,Non,1,1
Complexe Sportif Beaulieu,851100001,Hermenault,85570,,,rue du Stade Beaulieu,-0.901798,46.519071,Non,4,4
Piscine Ludique Intercommunale,851100002,Hermenault,85570,Le Jarry,,Route de Pouillé,-0.901798,46.519071,Non,1,1
Sentier de la Vallee D'Or,851100003,Hermenault,85570,La Croix,,Départementale 104,-0.901798,46.519071,Oui,1,1
College des Pictons,851110001,Île-d'Elle,85770,,,Collège Golfe des Pictons,-0.950362,46.330379,Oui,2,2
Complexe Sportif,851110002,Île-d'Elle,85770,,,rue du stade,-0.950362,46.330379,Oui,4,4
Sentier de la Sabliere,851110004,Île-d'Elle,85770,,,Place du 8 Mai 1945,-0.950362,46.330379,Oui,1,1
Complexe des Lucioles,851110006,Île-d'Elle,85770,Centre ville,,,-0.950362,46.330379,Non,1,1
Espace du Pré Neuf,851120001,Île-d'Olonne,85340,,,Rue du Pré Neuf,-1.783065,46.560834,Oui,3,3
Complexe Sportif,851120003,Île-d'Olonne,85340,,,rue des Aubépines,-1.783065,46.560834,Oui,3,3
Mecamax,851120004,Île-d'Olonne,85340,Le Patte d'Oie,,Route de Challans,-1.783065,46.560834,Oui,2,2
Sentiers de Randonnée,851120005,Île-d'Olonne,85340,,,Place de l'Eglise,-1.783065,46.560834,Oui,2,2
Canoës de la Blainière / de L'Auzance,851120006,Île-d'Olonne,85340,,,La Blainière,-1.783065,46.560834,Oui,1,1
Complexe Sportif,851130001,Île-d'Yeu,85350,,,Rue des Sicardières,-2.348442,46.723722,Non,10,9
Centre Equestre Les Violettes,851130002,Île-d'Yeu,85350,ILE d'YEU,,Chemin des Violettes,-2.348442,46.723722,Non,2,2
Tennis du Marais Sale,851130003,Île-d'Yeu,85350,St Sauveur,,,-2.348442,46.723722,Oui,4,1
Centre Nautique Juratlantique,851130005,Île-d'Yeu,85350,Baie de la Pipe,,,-2.348442,46.723722,Non,1,1
Caval,851130006,Île-d'Yeu,85350,,,Le Marais Salé,-2.348442,46.723722,Non,2,2
Epave John G. Mac Cullough,851130007,Île-d'Yeu,85350,,,,-2.348442,46.723722,Oui,1,1
Epave Anglo-Patagonian,851130008,Île-d'Yeu,85350,,,,-2.348442,46.723722,Oui,1,1
Circuits de Randonnee,851130009,Île-d'Yeu,85350,,,Port Joinville,-2.348442,46.723722,Oui,8,8
Port-Joinville,851130010,Île-d'Yeu,85350,,,quai Vernier,-2.348442,46.723722,Non,1,1
Aerodrome du Grand Phare,851130011,Île-d'Yeu,85350,Le Grand Phare,,,-2.348442,46.723722,Non,2,2
Sub Evasion Plongee,851130012,Île-d'Yeu,85350,Port de la Meule,,,-2.348442,46.723722,Oui,1,1
Site de Modelisme,851130013,Île-d'Yeu,85350,Ker Poiraud,,,-2.348442,46.723722,Oui,2,2
Port de Plaisance,851140001,Jard-sur-Mer,85520,LE PORT,,,-1.576688,46.41588,Oui,1,1
Stade Municipal des Dunes,851140002,Jard-sur-Mer,85520,,5,rue de la Tourette,-1.576688,46.41588,Oui,6,4
Complexe Sportif de Madoro,851140003,Jard-sur-Mer,85520,,,Route de Madoro,-1.576688,46.41588,Oui,6,6
Salle Omnisports,851140005,Jard-sur-Mer,85520,,,Route de Madoro,-1.576688,46.41588,Oui,1,1
Sentier du Marais de la Vinière,851140007,Jard-sur-Mer,85520,La Vinière,,,-1.576688,46.41588,Oui,1,1
Plage de la Mine,851140008,Jard-sur-Mer,85520,La Mine,,Route du Payré,-1.576688,46.41588,Oui,1,1
Plage du Boisvinet,851140009,Jard-sur-Mer,85520,,,Plage du Boisvinet,-1.576688,46.41588,Oui,1,1
Sentier de Randonnée - Circuit des Marais,851140010,Jard-sur-Mer,85520,,,Parking du Plumat,-1.576688,46.41588,Oui,1,1
Sentier de Randonnée - Les Sables de la Grange,851140011,Jard-sur-Mer,85520,,,Plage de la Mine,-1.576688,46.41588,Oui,1,1
Sentier de Randonnée - Sentier de Madoro,851140012,Jard-sur-Mer,85520,,,Rue de la République,-1.576688,46.41588,Oui,1,1
Sentier de Randonnée - Circuit de la Ragnette,851140013,Jard-sur-Mer,85520,,,Rue du Commandant Charcot,-1.576688,46.41588,Oui,1,1
Stade,851150001,Jaudonnière,85110,,,Rue de la Gare,-0.964096,46.642447,Non,2,2
Salle Omnisports,851150002,Jaudonnière,85110,,,Chemin de la Simbrandiere,-0.964096,46.642447,Non,1,1
Sentier de Randonnee,851150003,Jaudonnière,85110,,,Place de l'église,-0.964096,46.642447,Oui,1,1
Karting de la Jonchere,851160001,Jonchère,85540,,,Route de La Tranche,-1.375151,46.43976,Non,1,1
Sentier de Randonnee,851160002,Jonchère,85540,,,Place de l'Eglise,-1.375151,46.43976,Oui,1,1
Sentier de Randonnee,851170002,Lairoux,85400,Ferme du Payré,,,-1.267546,46.447728,Oui,1,1
Complexe Sportif,851180001,Landeronde,85150,,,Route de Beaulieu,-1.571933,46.657457,Oui,10,10
Etang Communal,851180002,Landeronde,85150,,,Route de Beaulieu,-1.571933,46.657457,Oui,1,1
Salle Polyvalente Astoul,851180004,Landeronde,85150,,,Rue des Glycines,-1.571933,46.657457,Oui,2,2
Centre Socioculturel,851180005,Landeronde,85150,LANDERONDE,,,-1.571933,46.657457,Non,1,1
Terrain de Boules En Bois,851180006,Landeronde,85150,Place de l'Eglise,,,-1.571933,46.657457,Oui,1,1
Complexe Sportif,851190001,Landes-Genusson,85130,,,RUE DU STADE - RUE PIERRE DE COUBERTIN,-1.119359,46.964736,Oui,7,7
Sentiers de Randonnee,851190002,Landes-Genusson,85130,,,Parking de la Godelinière,-1.119359,46.964736,Oui,2,2
Boulodrome,851190003,Landes-Genusson,85130,Foyer Rural,,Rue du Général de Gaulle,-1.119359,46.964736,Non,4,1
Etang de la Godeliniere,851190004,Landes-Genusson,85130,LA GODELINIERE,,,-1.119359,46.964736,Oui,1,1
Stade Municipal,851200002,Landevieille,85220,,,Rue du Stade,-1.807418,46.640133,Oui,2,2
Sentier du Lac du Jaunay,851200003,Landevieille,85220,,,La Servantière,-1.807418,46.640133,Oui,1,1
Stade Jules Ferry,851210001,Langon,85370,,,Rue Jules Ferry,-0.950337,46.437537,Oui,1,1
Tennis,851210002,Langon,85370,,,Route de Chaillé,-0.950337,46.437537,Oui,2,2
Salle de L'Amicale Laique,851210003,Langon,85370,,,Place des anciens combattants,-0.950337,46.437537,Non,1,1
Terrain de Petanque,851210004,Langon,85370,,,Place des anciens combattants,-0.950337,46.437537,Non,1,1
Sentier de Randonnee,851250001,Loge-Fougereuse,85120,,,Place de l'Eglise,-0.691833,46.613087,Oui,1,1
Salle Ex Paroissiale,851250002,Loge-Fougereuse,85120,,9,Rue du Bois du Priochet,-0.691833,46.613087,Non,1,1
Court de Tennis,851260001,Longèves,85200,,,RUE DES Cytises,-0.855141,46.47987,Oui,1,1
Ecole de Voile du Bouil,851270002,Longeville-sur-Mer,85560,Le Bouil,,Chemin des Oursins,-1.490016,46.424238,Oui,1,1
Complexe Sportif,851270003,Longeville-sur-Mer,85560,,,Chemin du Clouzy,-1.490016,46.424238,Non,8,4
Maison du Marais Base de Canoe,851270005,Longeville-sur-Mer,85560,,,La Pépière,-1.490016,46.424238,Oui,1,1
Centre de Vacances Touraine,851270006,Longeville-sur-Mer,85560,,,Les Bourbes,-1.490016,46.424238,Oui,1,1
Centre de Vacances Comite de Gestion Centre de Vacances Equipement(Cgcv),851270008,Longeville-sur-Mer,85560,Les Conches,,Route de la Tranche,-1.490016,46.424238,Non,9,6
Centre de Vacances Azur Eva,851270009,Longeville-sur-Mer,85560,LONGEVILLE SUR MER,,Les Conches,-1.490016,46.424238,Non,2,1
Ranch des Ecureuils,851270011,Longeville-sur-Mer,85560,Les Conches,30 bis,rue des Tulipes,-1.490016,46.424238,Non,2,2
Plage du Rocher,851270012,Longeville-sur-Mer,85560,,,Le Rocher,-1.490016,46.424238,Oui,2,2
Plage des Conches,851270013,Longeville-sur-Mer,85560,,,Les Conches,-1.490016,46.424238,Oui,1,1
Sentiers de Randonnee,851270018,Longeville-sur-Mer,85560,Aire de Pique nique des Grandes Plantes,,Route de la Tranche sur Mer,-1.490016,46.424238,Oui,4,4
Salle des Fetes,851270019,Longeville-sur-Mer,85560,,,rue de Lattre de Tassigny,-1.490016,46.424238,Non,1,1
Terrain de Petanque des Conches,851270020,Longeville-sur-Mer,85560,Les CONCHES,,Rue principale,-1.490016,46.424238,Non,1,1
Terrains de Petanque du Rocher,851270021,Longeville-sur-Mer,85560,Le Rocher,,,-1.490016,46.424238,Non,4,1
Sentier de Randonnee des Guifettes,851280001,Luçon,85400,Base nautique des Guifettes,,,-1.166355,46.454496,Oui,1,1
Base de Loisirs des Guifettes,851280002,Luçon,85400,Base de loisirs des Guifettes,,,-1.166355,46.454496,Oui,2,2
Stade Jean de Mouzon,851280003,Luçon,85400,,,Boulevard de l'Aumonerie,-1.166355,46.454496,Non,4,3
Complexe de Tennis des Commees,851280004,Luçon,85400,,,Boulevard Phélipon,-1.166355,46.454496,Non,4,2
Fitness Forme,851280005,Luçon,85400,,,Z.A Les 3 fontaines,-1.166355,46.454496,Non,1,1
Ball Trap,851280006,Luçon,85400,La Marguerite,,Route de Triaize,-1.166355,46.454496,Oui,1,1
Plaine des Sports du Sourdy,851280007,Luçon,85400,,,route des Sables d'Olonne,-1.166355,46.454496,Non,10,9
Complexe Sportif de la Rue du Moulin Rouget,851280008,Luçon,85400,,,Rue de la petite Gorre,-1.166355,46.454496,Oui,4,4
Complexe Sportif Emile Beaussire,851280009,Luçon,85400,,,Rue de l'Adjudant Barrois,-1.166355,46.454496,Oui,8,7
Lycee et College Ste Ursule,851280010,Luçon,85400,,,56 Rue G. Clémenceau,-1.166355,46.454496,Non,2,2
Salle de Tennis de Table,851280011,Luçon,85400,,,Rue Jean Jaurès,-1.166355,46.454496,Oui,1,1
Camping Base de Loisirs Les Guifettes,851280012,Luçon,85400,LUCON,,Village de vacances,-1.166355,46.454496,Oui,12,4
L'Academie Club,851280013,Luçon,85400,,7,Rue Julien David,-1.166355,46.454496,Oui,3,3
Base Nautique Municipale,851280014,Luçon,85400,,,Plan d'eau des Guiffettes,-1.166355,46.454496,Oui,4,4
Sentier de Randonnee des Charrieres,851280015,Luçon,85400,,,Chemin du Fief Landriau,-1.166355,46.454496,Oui,1,1
Lycee Agricole de Lucon Petre,851280016,Luçon,85400,,,D 137 Pétré,-1.166355,46.454496,Oui,4,4
Salle Omnisports des Commees,851280017,Luçon,85400,,7,boulevard Phélippon,-1.166355,46.454496,Non,1,1
Hippodrome des Encloses,851280018,Luçon,85400,,,Rue de la clairaye,-1.166355,46.454496,Oui,1,1
College Emile Beaussire,851280019,Luçon,85400,,2,Avenue Emile Beaussire,-1.166355,46.454496,Non,3,3
Espace Jean Yole (Salle du Clos Fleuri),851290001,Lucs-sur-Boulogne,85170,,,Rue Jean Yole,-1.494873,46.843821,Non,3,2
Parc des Sports,851290002,Lucs-sur-Boulogne,85170,Les Vignes Gates,,,-1.494873,46.843821,Oui,8,7
Sentiers de Randonnée Pédestre,851290003,Lucs-sur-Boulogne,85170,Le Chef du Pont,,,-1.494873,46.843821,Oui,2,2
Etang des Lucs Sur Boulogne,851290004,Lucs-sur-Boulogne,85170,,,,-1.494873,46.843821,Oui,1,1
Boulodrome de la Mortayère,851290005,Lucs-sur-Boulogne,85170,,,Rue de la Mortayère,-1.494873,46.843821,Oui,4,1
Terrain de Pétanque des Pierres Noires,851290006,Lucs-sur-Boulogne,85170,Le Hameau des Pierres Noires,,,-1.494873,46.843821,Oui,1,1
Terrains de Pétanque des Rochettes,851290007,Lucs-sur-Boulogne,85170,,,rue Mercier des Rochettes,-1.494873,46.843821,Oui,2,1
Complexe Sportif,851300001,Maché,85190,,,Rue des Sports,-1.686493,46.755268,Non,5,5
Terrain de Motocross de la Sigonniere,851300002,Maché,85190,La Sigonnière,,,-1.686493,46.755268,Oui,1,1
Sentier de Randonnee,851300003,Maché,85190,Les rives de la Vie,,,-1.686493,46.755268,Oui,1,1
Boulodrome,851300004,Maché,85190,MAIRIE,,,-1.686493,46.755268,Oui,1,1
Salle Omnisports,851310001,Magnils-Reigniers,85400,,53,RUE DE L'EGLISE,-1.221322,46.478005,Non,1,1
Stade des Cordes,851310002,Magnils-Reigniers,85400,,,rue des Cordes,-1.221322,46.478005,Non,1,1
Sentier de Randonnee,851310003,Magnils-Reigniers,85400,BEUGNE L'ABBE,,,-1.221322,46.478005,Oui,1,1
Complexe Sportif,851320001,Maillé,85420,La Pichonnière,,rue de la Fraignaie,-0.791151,46.342086,Non,2,2
Sentiers de Randonnee,851320002,Maillé,85420,,,Port de Maillé,-0.791151,46.342086,Oui,2,2
Salle Polyvalente,851320003,Maillé,85420,,,GRANDE RUE,-0.791151,46.342086,Non,1,1
Boulodrome,851320004,Maillé,85420,,3,grand'rue,-0.791151,46.342086,Non,2,1
Stade Municipal,851330002,Maillezais,85420,,,Route de Liez,-0.739506,46.37141,Non,1,1
Courts de Tennis,851330003,Maillezais,85420,,,Rue du Champ de Foire,-0.739506,46.37141,Non,2,1
Sentier de Randonnee,851330004,Maillezais,85420,,,Place de l'Eglise,-0.739506,46.37141,Oui,1,1
Terrain de Boules,851330005,Maillezais,85420,Place du champ de foire,,,-0.739506,46.37141,Non,1,1
Espace Geoffroy D'Estissac,851330006,Maillezais,85420,ancienne cure route de Liez,,,-0.739506,46.37141,Non,1,1
Complexe Sportif,851340001,Mallièvre,85590,,,La Cité,-0.863622,46.910929,Oui,2,2
Sentiers de Randonnee,851340002,Mallièvre,85590,,,Espace vert du Domaine,-0.863622,46.910929,Oui,2,2
Salle Polyvalente du Lay,851350001,Mareuil-sur-Lay-Dissais,85320,,,Rue du LAY,-1.218468,46.533932,Non,1,1
Complexe Sportif,851350002,Mareuil-sur-Lay-Dissais,85320,,,,-1.218468,46.533932,Non,15,12
Salle de Judo,851350003,Mareuil-sur-Lay-Dissais,85320,Z.I les Bourrelières,,Rue Flandres-Dunkerque 1940,-1.218468,46.533932,Non,1,1
Sentiers de Randonnée Beaulieu et Marmande,851350004,Mareuil-sur-Lay-Dissais,85320,,,Place du Marché,-1.218468,46.533932,Oui,2,2
Sentier de Randonnée - Circuit des Trois Batailles,851350005,Mareuil-sur-Lay-Dissais,85320,Dissais,,Place de l'Eglise,-1.218468,46.533932,Oui,1,1
Mur D'Escalade - Moulin Fleury,851350006,Mareuil-sur-Lay-Dissais,85320,Moulin Fleury,,,-1.218468,46.533932,Oui,1,1
Terrain de Boules En Bois N°1,851350007,Mareuil-sur-Lay-Dissais,85320,DISSAIS,,,-1.218468,46.533932,Non,1,1
Terrain de Boules En Bois N°2,851350008,Mareuil-sur-Lay-Dissais,85320,Entrée du Village de vacances,,Rue de Beaulieu,-1.218468,46.533932,Oui,1,1
Stade Municipal,851380001,Martinet,85150,,,Les Echoignes,-1.680607,46.676202,Oui,1,1
Salle Omnisports,851380002,Martinet,85150,,20,rue de la Fontaine,-1.680607,46.676202,Oui,2,2
Sentier des Chenes Lieges,851380004,Martinet,85150,,,Parking de la Salle Polyvalente,-1.680607,46.676202,Oui,1,1
Sentier de Randonnee 2,851390003,Mazeau,85420,,,La Pêcherie du Mazeau,-0.675021,46.334425,Oui,1,1
Sentier de Randonnee 1,851390004,Mazeau,85420,Nessier,,Salle Communale de Nessier,-0.675021,46.334425,Oui,1,1
Terrain de Tennis,851390006,Mazeau,85420,,,Route de Sainte Christine,-0.675021,46.334425,Non,1,1
Ecole Publique,851390007,Mazeau,85420,,,Route de Sainte Christine,-0.675021,46.334425,Non,3,3
Salle Polyvalente de la Meilleraie,851400001,Meilleraie-Tillay,85700,,,Rue de la Diorite,-0.847014,46.741218,Oui,2,2
Complexe Sportif,851400002,Meilleraie-Tillay,85700,,,Rue du Stade,-0.847014,46.741218,Oui,2,2
Terrain de Football,851400003,Meilleraie-Tillay,85700,,,Rue des Chaumes,-0.847014,46.741218,Oui,1,1
Sentiers de Randonnee,851400004,Meilleraie-Tillay,85700,,,Zone de loisirs du Lay,-0.847014,46.741218,Oui,3,3
Stade,851410001,Menomblet,85700,,,Route de Cerizay,-0.712869,46.731372,Non,3,3
Tennis,851420001,Merlatière,85140,,,Zone de Loisirs des Brosses,-1.302056,46.768157,Oui,2,1
Stade Municipal,851420002,Merlatière,85140,,,Rue de la Ferrière,-1.302056,46.768157,Oui,1,1
Sentier de Randonnee,851420004,Merlatière,85140,,,Place de l'Eglise,-1.302056,46.768157,Oui,1,1
Sentier de Pruneau,851430001,Mervent,85200,,,Salle Jean-Louis Ripaud,-0.757192,46.522194,Oui,1,1
Base de Loisirs,851430002,Mervent,85200,,150,ROUTE TOURISTIQUE,-0.757192,46.522194,Oui,6,5
Terrain de Football,851430003,Mervent,85200,Les OUILLIERES,,IMPASSE DU STADE,-0.757192,46.522194,Oui,1,1
Terrains de Petanque,851430004,Mervent,85200,,,PRUNEAU,-0.757192,46.522194,Oui,1,1
Parc Aventure de Mervent,851430007,Mervent,85200,,34,Chemin du Chène Tord,-0.757192,46.522194,Oui,1,1
Parcours de Course D'Orientation,851430008,Mervent,85200,Saint Luc,,,-0.757192,46.522194,Oui,1,1
Sentiers de la Citardiere et du Petit Maillezais,851430010,Mervent,85200,,,Chemin du chêne tord,-0.757192,46.522194,Oui,2,2
Sentier Sylvicole du Douard,851430011,Mervent,85200,,,Pierre Brune,-0.757192,46.522194,Oui,1,1
Circuit Vtt Boucles N°2 et N°3,851430013,Mervent,85200,Plateau de la grotte du Père Montfort,,,-0.757192,46.522194,Oui,2,2
Circuit Vtt Boucle de Mervent,851430014,Mervent,85200,Place du Héraut,,,-0.757192,46.522194,Oui,1,1
Circuit Vtt Boucle de Saint Luc,851430015,Mervent,85200,Rond Point de Saint Luc,,,-0.757192,46.522194,Oui,1,1
Salle de la Mairie,851430016,Mervent,85200,,2,Chemin des Douves,-0.757192,46.522194,Oui,1,1
Court de Tennis,851440001,Mesnard-la-Barotière,85500,,,Route de Rochereau,-1.100763,46.859036,Non,2,1
Complexe Sportif,851440002,Mesnard-la-Barotière,85500,,,rue des Primevères,-1.100763,46.859036,Oui,3,3
Sentiers de Randonnee la Tricherie,851440003,Mesnard-la-Barotière,85500,Base de Loisirs de la Tricherie,,,-1.100763,46.859036,Oui,3,3
Lac de la Tricherie,851440004,Mesnard-la-Barotière,85500,La Tricherie,,,-1.100763,46.859036,Non,1,1
Salle Polyvalente,851440005,Mesnard-la-Barotière,85500,,,Rue de la Vieille église,-1.100763,46.859036,Non,1,1
Terrain de Boules Traditionnelles,851440007,Mesnard-la-Barotière,85500,,,Place de la vieille église,-1.100763,46.859036,Non,2,1
Tepacap,851440008,Mesnard-la-Barotière,85500,La Tricherie,,,-1.100763,46.859036,Oui,2,2
Salle Omnisports,851450001,Monsireigne,85110,,,Rue de Rochereau,-0.948076,46.74466,Oui,1,1
Complexe Sportif,851450002,Monsireigne,85110,,,rue des Ornaies,-0.948076,46.74466,Oui,2,2
Sentiers Pedestres,851450003,Monsireigne,85110,,,Place de l'Eglise,-0.948076,46.74466,Oui,2,2
Circuit des Huguenots,851450004,Monsireigne,85110,Le Bois Tiffrais,,,-0.948076,46.74466,Oui,1,1
Complexe Sportif Pierrot Martin,851460001,Montaigu,85600,,,Rue du Fromenteau,-1.310614,46.972323,Oui,4,4
Sentiers de Randonnee Terres de Montaigu (1),851460002,Montaigu,85600,,,Parc des Rochettes,-1.310614,46.972323,Oui,2,2
Installations Sportives du Quartier du Mail,851460003,Montaigu,85600,,,Boulevard Raymond Parpaillon,-1.310614,46.972323,Oui,2,1
Sentiers de Randonnee Terres de Montaigu (2),851460004,Montaigu,85600,,,Place de l'Hotel de Ville,-1.310614,46.972323,Oui,1,1
Salle de Sport des Jardins,851460005,Montaigu,85600,,,Rue des Jardins,-1.310614,46.972323,Oui,1,1
Complexe Sportif Max Bossis,851460006,Montaigu,85600,,,Rue du Mondial,-1.310614,46.972323,Non,14,12
Maison des Associations,851460007,Montaigu,85600,,,Avenue Villebois Mareuil - Parc des Rochettes,-1.310614,46.972323,Non,2,2
Terrain de Boules Traditionnelles,851460008,Montaigu,85600,,,Avenue Villebois-Mareuil,-1.310614,46.972323,Oui,1,1
Lycee Jeanne D'Arc,851460009,Montaigu,85600,,,Rue des Essarts,-1.310614,46.972323,Non,1,1
Lycee Leonard de Vinci,851460010,Montaigu,85600,,,,-1.310614,46.972323,Non,2,2
College Villebois Mareuil,851460011,Montaigu,85600,,,Esplanade de Verdun,-1.310614,46.972323,Non,2,2
Montaigu Danse,851460012,Montaigu,85600,,,Rue Joseph Gaillard   Z.I Nord,-1.310614,46.972323,Oui,1,1
Complexe Sportif,851470001,Montournais,85700,,,Route de St Mesmin,-0.76317,46.740823,Oui,2,2
Sentiers de Randonnee,851470002,Montournais,85700,,,Salle de la Chênaie,-0.76317,46.740823,Oui,4,4
Plan D'Eau du Nay,851470003,Montournais,85700,,,Route de ST Mesmin,-0.76317,46.740823,Oui,1,1
Salle Polyvalente,851470004,Montournais,85700,,,Route de ST Mesmin,-0.76317,46.740823,Non,1,1
Salle de Tennis de Table,851470005,Montournais,85700,,,,-0.76317,46.740823,Oui,1,1
Terrain de Boules Traditionnelles,851470006,Montournais,85700,,,Allée des Fauvettes,-0.76317,46.740823,Oui,1,1
Terrain  de Boules Traditionnelles,851470007,Montournais,85700,,,Rue de Plaisance,-0.76317,46.740823,Oui,1,1
Court de Tennis,851480001,Montreuil,85200,,,Rue du Cèdre,-0.837867,46.407419,Oui,1,1
Complexe Sportif,851500001,Mormaison,85260,,,RUE DU STADE,-1.450712,46.906537,Non,4,4
Circuits de Randonnee Aire de Loisirs de L'Audreniere,851500002,Mormaison,85260,Aire de Loisirs de l'Audrenière,,,-1.450712,46.906537,Oui,2,2
Circuits de Randonnee Place du Pont de L'Issoire,851500003,Mormaison,85260,Route de Rocheservière,,Place du Pont de l'Issoire,-1.450712,46.906537,Oui,2,2
Salle Polyvalente,851500004,Mormaison,85260,,,Rue de Nouettes,-1.450712,46.906537,Non,2,2
Complexe Stephane Traineau,851510001,Mortagne-sur-Sèvre,85290,,,Allée des peupliers,-0.955248,46.991172,Non,13,11
Complexe Omnisports,851510002,Mortagne-sur-Sèvre,85290,,,Allée des Peupliers,-0.955248,46.991172,Non,2,2
Espace Aqua-Ludique le Triton,851510003,Mortagne-sur-Sèvre,85290,,,Avenue du Chaintreau,-0.955248,46.991172,Non,2,2
Salle de Danse,851510004,Mortagne-sur-Sèvre,85290,,,Rue de la Mairie,-0.955248,46.991172,Oui,1,1
Site de Canoë-Kayak,851510005,Mortagne-sur-Sèvre,85290,Moulin de Gazeau,,Evrunes,-0.955248,46.991172,Oui,3,2
Sentiers de Randonnee,851510006,Mortagne-sur-Sèvre,85290,,,Place de la Roseraie,-0.955248,46.991172,Oui,2,2
Salle D'Escalade,851510007,Mortagne-sur-Sèvre,85290,La ferme du Chaintreau,,Rue Michel Girard,-0.955248,46.991172,Oui,1,1
Site D'Escalade du Fleuriais,851510008,Mortagne-sur-Sèvre,85290,Le Fleuriais,,,-0.955248,46.991172,Oui,1,1
